order_id,customer_id,order_date,total_amount
455,31046,2021-10-25,1456.39
456,14210,2022-02-12,558.34
457,40667,2025-01-13,1122.96
458,24683,2020-10-08,1708.41
459,37485,2024-01-12,1816.27
460,27000,2024-01-08,632.24
461,31324,2021-06-25,629.58
462,21542,2022-06-03,702.41
463,10768,2024-02-19,1541.86
464,30372,2024-02-08,1704.13
465,44235,2021-04-21,1327.96
466,30079,2022-09-30,1079.36
467,44864,2024-08-29,1077.99
468,41210,2022-02-28,343.64
469,5975,2021-11-24,1064.44
470,46183,2023-07-02,1397.79
471,35611,2020-10-10,1999.83
472,29475,2024-12-04,590.18
473,49100,2024-07-21,1364.51
474,15486,2024-09-28,1893.97
475,9390,2024-12-14,288.18
476,3790,2021-07-30,32.69
477,5247,2023-11-01,1023.18
478,11117,2023-09-07,542.72
479,11706,2023-01-30,905.5
480,32964,2022-11-29,1984.92
481,43633,2023-06-27,1681.33
482,9902,2021-10-21,973.39
483,20598,2022-07-24,1913.56
484,46563,2020-12-29,556.31
485,23804,2020-08-15,434.23
486,23405,2021-03-04,1049.59
487,20719,2024-06-20,1197.75
488,42062,2020-11-07,1632.45
489,42057,2021-11-06,75.09
490,42357,2023-10-16,547.6
491,27924,2022-08-02,1619.67
492,40924,2020-12-01,1697.75
493,4270,2023-10-12,1595.36
494,31917,2022-02-27,284.28
495,2751,2025-01-12,492.74
496,32996,2023-11-12,1677.25
497,15247,2021-01-14,1339.65
498,48411,2020-05-16,438.87
499,39640,2022-04-26,612.7
500,14490,2022-11-06,1037.23
501,31577,2023-05-17,754.2
502,36845,2020-08-19,809.2
503,40354,2022-06-24,749.29
504,30555,2022-10-04,1130.92
505,10109,2021-08-09,1230.5
506,38229,2025-03-08,1639.73
507,31280,2024-07-30,1595.91
508,17277,2021-07-06,1282.49
509,40191,2022-01-11,415.83
510,41592,2024-05-17,948.22
511,49135,2024-01-17,892.04
512,17503,2023-12-26,779.81
513,43195,2022-10-17,1238.08
514,43375,2021-11-26,1362.2
515,29032,2021-09-27,1449.17
516,27683,2022-06-01,1692.53
517,29432,2023-03-23,1180.27
518,22365,2023-07-28,823.8
519,31452,2022-10-28,42.86
520,29938,2022-08-20,1818.34
521,40441,2020-04-12,1969.84
522,36740,2020-07-28,545.81
523,48126,2024-05-05,894.28
524,23781,2022-02-07,566.87
525,2561,2020-10-24,280.97
526,17276,2024-02-05,799.52
527,24661,2021-06-12,182.16
528,40335,2024-11-07,1193.67
529,10499,2021-09-18,242.4
530,36975,2020-04-12,1034.56
531,48222,2022-02-25,1482.3
532,30791,2024-08-27,1991.2
533,929,2024-08-18,1552.98
534,3087,2023-12-14,307.53
535,17906,2023-08-12,812.54
536,37456,2024-07-16,1212.55
537,36640,2020-10-30,580.99
538,35171,2021-08-13,1510.42
539,48757,2022-08-25,1523.11
540,25788,2022-09-15,1960.65
541,47681,2022-01-19,156.54
542,5206,2020-05-07,1413.18
543,17415,2024-01-16,367.05
544,36389,2023-10-02,1659.02
545,8832,2020-07-06,659.02
546,16479,2021-06-04,432.4
547,42296,2023-09-19,505.69
548,23042,2024-05-08,668.52
549,42499,2023-06-13,1412.24
550,1686,2022-01-03,1772.95
551,37962,2024-07-16,240.76
552,30709,2024-07-13,26.81
553,4344,2022-11-08,717.22
554,735,2022-12-11,922.46
555,26951,2022-08-20,1531.95
556,43467,2022-07-11,248.39
557,30142,2023-12-22,987.45
558,43187,2022-05-13,1256.95
559,13467,2020-03-13,1386.49
560,15567,2022-01-09,1849.43
561,32989,2021-07-07,1095.96
562,26666,2023-05-24,1157.67
563,43391,2022-03-27,1643.99
564,541,2021-04-29,590.86
565,2667,2020-05-27,1882.81
566,12330,2023-08-20,537.49
567,30829,2024-11-07,1322.89
568,25583,2023-06-30,800.05
569,43028,2024-08-13,1041.58
570,39675,2021-04-27,29.13
571,17530,2023-01-18,1301.45
572,22817,2024-09-18,1851.97
573,30440,2024-05-23,1351.07
574,22825,2024-05-18,1727.6
575,956,2021-11-28,772.8
576,7285,2025-01-08,145.17
577,1636,2020-12-25,492.96
578,9445,2024-11-30,519.5
579,47894,2021-02-10,616.16
580,22275,2021-10-10,362.09
581,21151,2023-12-29,645.84
582,20426,2020-06-17,1903.43
583,19658,2022-02-20,90.98
584,47549,2024-01-11,11.75
585,24582,2020-05-13,1230.04
586,44698,2023-01-05,470.15
587,22312,2021-02-17,1601.51
588,36826,2022-05-23,1201.02
589,42693,2020-07-04,325.34
590,39064,2022-06-11,121.65
591,19745,2021-10-27,1893.59
592,31946,2025-01-22,1571.34
593,32927,2020-05-28,617.67
594,8240,2024-10-14,1757.05
595,7597,2020-04-20,1969.84
596,5522,2024-02-21,91.34
597,34803,2020-04-07,336.62
598,31968,2024-09-01,1097.88
599,31127,2020-12-11,1780.07
600,16340,2021-11-29,366.9
601,26790,2022-02-12,389.41
602,38570,2021-11-17,1840.69
603,49392,2023-06-27,1305.79
604,26604,2021-01-04,619.67
605,36537,2024-08-30,676.75
606,21525,2024-08-17,165.51
607,26361,2024-10-29,1846.76
608,39594,2022-02-05,675.78
609,48231,2023-08-01,223.93
610,30948,2020-03-25,1353.29
611,42357,2021-09-12,1473.91
612,38302,2021-09-11,1110.23
613,36801,2021-04-16,1366.09
614,21736,2022-03-14,549.42
615,3948,2022-09-01,1049.01
616,41957,2024-01-14,1771.27
617,40556,2021-11-29,1192.12
618,23589,2024-10-21,1624.01
619,18514,2023-07-04,1625.32
620,46819,2024-03-10,1074.07
621,48160,2022-04-05,1531.27
622,47775,2021-01-17,568.21
623,32503,2020-09-16,1132.79
624,10299,2024-09-11,1953.44
625,32549,2021-02-27,989.01
626,3427,2022-11-13,1286.19
627,32545,2022-12-10,695.81
628,15626,2021-04-11,215.85
629,8723,2020-05-13,838.8
630,3064,2020-10-20,1238.78
631,19501,2020-07-20,111.28
632,34338,2024-07-29,202.36
633,27785,2024-06-26,1629.72
634,36625,2023-11-17,1814.41
635,44079,2020-06-04,1970.95
636,29311,2023-05-17,154.03
637,35344,2022-12-28,946.33
638,12347,2022-04-26,186.07
639,35570,2020-06-07,1715.4
640,13456,2023-12-26,755.1
641,9822,2022-04-20,775.66
642,23286,2024-07-05,1496.68
643,9672,2020-12-07,1972.37
644,24058,2023-04-24,627.38
645,15974,2025-02-19,67.29
646,34907,2024-01-19,1625.8
647,22876,2023-03-03,1657.45
648,31476,2020-12-22,338.04
649,28759,2020-03-19,1796.39
650,32449,2021-09-16,801.96
651,20159,2021-05-10,490.44
652,1066,2022-10-09,691.91
653,12033,2021-08-29,1608.71
654,6662,2021-02-07,1265.26
655,26171,2022-12-05,225.44
656,19061,2022-05-12,982.41
657,45093,2024-09-17,863.65
658,1580,2021-01-27,1185.32
659,42955,2020-08-24,223.95
660,20559,2022-10-05,1033.99
661,36348,2024-08-06,965.28
662,33146,2021-07-30,1675.04
663,8660,2021-11-25,1836.31
664,23374,2023-10-12,200.87
665,31478,2024-12-19,1296.06
666,37989,2024-12-31,1972.48
667,40538,2021-05-28,1931.98
668,26139,2023-12-15,1141.06
669,26539,2020-11-20,1697.65
670,45010,2021-05-15,1814.65
671,37752,2024-07-10,620.33
672,21356,2022-02-10,1199.85
673,42554,2024-07-31,745.76
674,14073,2023-02-03,194.33
675,6191,2025-01-03,1656.82
676,14838,2021-10-07,1423.34
677,21434,2024-03-31,1321.86
678,21788,2022-09-19,1752.16
679,18377,2021-03-17,364.18
680,5014,2024-05-07,912.58
681,40572,2024-12-22,1325.05
682,23888,2020-12-18,1991.76
683,10231,2024-02-17,1160.83
684,42966,2023-01-27,1518.89
685,10676,2021-05-13,1286.0
686,4320,2024-06-05,85.97
687,44487,2020-03-21,122.7
688,19188,2022-10-23,1383.68
689,28925,2023-09-24,158.31
690,45584,2020-10-11,594.11
691,35679,2021-04-04,1977.43
692,26218,2020-06-10,421.05
693,13509,2021-12-06,541.19
694,41371,2024-01-12,1178.51
695,4026,2023-08-26,758.56
696,30889,2021-06-29,1738.07
697,42157,2022-01-25,828.36
698,31071,2024-04-12,438.56
699,13485,2020-06-06,1715.43
700,37742,2024-04-17,1990.43
701,48182,2024-10-31,1371.53
702,14906,2022-10-08,588.67
703,19456,2020-04-05,817.07
704,30904,2024-03-19,63.46
705,28169,2024-11-10,1985.34
706,29473,2024-05-11,906.47
707,10133,2022-05-19,131.24
708,29311,2020-05-12,857.59
709,3145,2022-02-17,1465.71
710,24999,2020-05-25,1567.14
711,32973,2020-09-25,141.25
712,11249,2024-06-30,42.85
713,48022,2024-09-25,1786.31
714,30355,2021-05-08,389.95
715,9992,2021-02-12,1364.71
716,43807,2023-01-17,1491.85
717,43462,2021-02-28,1639.98
718,47904,2023-12-17,1035.37
719,25742,2023-04-21,1477.73
720,37891,2023-12-28,1065.08
721,2305,2023-11-15,492.47
722,16743,2023-01-21,1082.3
723,19432,2022-04-22,475.9
724,41518,2024-03-11,875.11
725,45067,2024-01-02,1609.71
726,38175,2023-01-31,497.77
727,15730,2023-12-04,1265.57
728,4663,2021-01-25,1640.57
729,25310,2024-06-09,1373.76
730,39184,2020-03-15,734.16
731,44836,2021-10-17,857.69
732,464,2022-03-31,732.99
733,1541,2022-06-29,277.89
734,34352,2024-06-20,1616.49
735,4009,2022-03-12,614.4
736,40949,2023-08-21,1466.36
737,43469,2021-04-05,660.68
738,21230,2024-01-18,696.74
739,17305,2022-01-05,629.24
740,24683,2024-12-27,986.54
741,13065,2021-02-17,177.07
742,9800,2020-11-19,1348.71
743,36614,2022-08-31,374.79
744,41214,2024-09-24,489.07
745,43036,2022-04-08,863.94
746,16349,2022-12-24,1779.08
747,39502,2020-06-19,1664.79
748,8680,2021-11-23,1840.59
749,2912,2020-09-11,1140.85
750,2840,2024-08-04,222.63
751,1786,2023-04-10,1383.46
752,12256,2022-01-08,337.71
753,28489,2021-11-26,665.71
754,45350,2023-04-17,1478.42
755,6826,2023-10-29,25.56
756,34181,2022-09-17,1046.34
757,45919,2023-10-06,263.43
758,6633,2025-01-28,883.53
759,48078,2022-01-18,1183.32
760,5879,2022-10-06,1265.03
761,856,2022-11-28,1647.95
762,19597,2020-08-22,396.41
763,23616,2021-06-04,1371.8
764,46283,2024-10-31,1516.74
765,32917,2020-11-05,1112.96
766,11191,2021-09-15,415.96
767,29309,2023-09-24,1194.41
768,24392,2022-02-07,533.5
769,38061,2021-06-23,1938.38
770,42981,2023-07-24,1338.78
771,43173,2021-01-26,1984.5
772,9611,2024-01-08,1413.05
773,42256,2022-08-04,494.15
774,42001,2022-08-24,1142.34
775,48366,2021-10-09,1199.26
776,7432,2020-11-05,1583.59
777,9707,2022-07-18,222.61
778,30539,2020-06-19,1131.51
779,30804,2021-09-21,20.05
780,45108,2021-05-03,1649.22
781,24358,2021-07-21,531.42
782,32737,2022-10-20,771.25
783,13210,2024-10-13,1470.11
784,24709,2024-07-21,757.71
785,46940,2021-10-07,1999.46
786,33228,2023-05-15,746.62
787,7864,2021-07-09,1514.23
788,6386,2022-08-24,929.66
789,1728,2022-05-12,1418.33
790,12768,2022-12-04,969.36
791,19043,2021-02-19,762.83
792,1893,2021-12-30,1389.93
793,10053,2021-03-30,1821.44
794,42941,2024-08-02,658.84
795,36929,2023-03-22,472.72
796,2234,2020-03-17,1112.09
797,47213,2024-04-09,1743.3
798,32464,2023-12-13,1954.29
799,37624,2023-03-25,1228.29
800,35382,2020-10-22,178.89
801,26149,2024-07-16,727.79
802,43719,2024-09-25,167.54
803,36934,2020-12-29,1345.74
804,6881,2021-12-09,25.34
805,39400,2024-02-27,444.9
806,45252,2022-07-17,44.37
807,3465,2021-07-04,1786.9
808,3602,2021-01-12,766.82
809,37776,2020-05-02,271.17
810,103,2022-03-16,1097.65
811,31754,2021-02-12,1411.84
812,21244,2023-11-02,437.27
813,27333,2024-05-02,735.11
814,2194,2022-08-17,913.04
815,36388,2022-08-07,595.36
816,25033,2021-12-16,1669.16
817,32031,2021-10-22,1306.24
818,10130,2023-11-30,352.95
819,49073,2021-11-15,933.74
820,535,2024-05-22,1896.44
821,15926,2025-01-13,1824.66
822,26750,2023-02-10,1020.16
823,5452,2023-11-19,64.34
824,12190,2020-08-19,145.18
825,41966,2024-10-10,911.57
826,8893,2024-04-28,342.34
827,31646,2021-05-02,1297.99
828,4653,2024-03-19,1086.98
829,5322,2022-04-22,1451.92
830,22012,2025-01-04,948.73
831,12597,2020-04-12,1041.22
832,9817,2024-07-30,257.97
833,34285,2022-01-05,1932.28
834,36193,2020-12-02,1393.0
835,45818,2022-08-09,113.01
836,21789,2020-11-07,1513.95
837,6301,2024-12-01,431.48
838,6248,2021-06-02,305.98
839,20975,2020-10-06,902.3
840,20225,2021-07-23,975.08
841,26071,2020-12-05,156.85
842,23004,2022-02-03,1053.69
843,13316,2020-03-11,1402.58
844,43676,2020-03-18,1840.05
845,17467,2024-10-15,1832.24
846,2548,2021-07-27,1225.94
