order_id,product_id,quantity,subtotal
24784,37762,10,862.6
33934,27592,5,2420.65
21461,6204,2,285.26
24301,21763,7,700.91
2677,34267,6,283.8
28497,29255,1,295.82
32593,21535,4,277.16
35611,16660,1,354.62
29463,2421,4,740.76
27852,46664,3,508.32
32662,6431,1,142.86
2044,12477,3,1222.38
21873,34699,4,295.08
40122,7006,3,134.31
35002,34952,8,3062.0
27061,33481,5,1789.1
18848,11388,7,416.99
37956,18293,5,798.6
2432,49461,5,1218.45
23397,41104,7,1187.41
27017,7724,5,2021.2
32606,30280,8,1040.96
16502,33278,1,486.3
44731,40312,7,1809.43
25839,45468,5,100.25
15644,43352,1,409.36
38715,38136,1,495.82
43148,10301,5,2283.7
13280,18295,1,74.04
20821,29384,10,4904.0
23819,37009,7,860.51
37814,15498,3,682.11
1902,25841,9,1984.95
24539,6084,8,2166.0
21384,44293,8,2698.72
5526,35003,6,936.96
5614,25993,3,978.48
46588,18914,1,219.0
48076,33454,1,136.82
19191,28102,10,3541.7
39337,35659,9,2875.05
44741,10857,1,116.43
33085,49060,3,714.96
13378,15107,3,424.56
23039,7764,3,1063.62
19349,20726,10,3794.4
13244,36898,9,3625.56
35842,16774,2,951.42
28441,33340,9,3423.33
23585,38622,6,314.22
8404,25681,4,1652.72
44097,3514,9,2126.43
28576,15917,2,354.2
24062,4750,1,312.47
27079,13714,7,1028.44
33857,8418,7,2079.14
28180,32766,10,1100.2
41686,30130,10,1728.7
39920,30814,6,2794.86
18355,22207,9,4224.78
19872,18123,9,3170.34
12986,23631,5,1806.45
25290,45917,5,651.3
20959,49317,6,970.14
25595,27311,10,2709.5
15745,6751,3,473.19
28302,4805,5,2178.55
33966,43308,6,919.32
33487,30185,6,2558.16
24373,16625,6,2481.12
22762,13010,9,1646.19
14089,47131,2,439.46
47196,42344,6,2749.8
14185,23626,4,162.0
34375,31616,6,2568.36
31196,31651,10,440.2
19023,6369,7,2915.99
14471,5950,3,400.26
9812,47261,10,4061.7
21139,19348,7,2671.69
40904,8780,4,111.8
24289,48598,3,478.62
11752,6945,6,562.02
23394,16634,5,558.45
36730,390,2,391.52
6276,44334,2,28.42
45126,24168,9,2460.06
18035,29967,4,1442.64
39768,5033,2,861.0
45602,42798,4,782.36
16569,31863,10,4706.6
15010,39448,3,1256.79
41570,9276,4,1472.52
42073,12620,8,1394.72
32098,22933,8,3811.84
14657,42290,2,182.04
17189,24124,6,2492.46
15468,2325,1,492.17
10260,39517,5,1110.05
16421,9740,2,196.22
42287,21114,7,179.97
7827,39124,6,1321.68
3485,34198,3,1487.31
8530,37232,8,3366.72
3612,22235,4,319.4
36734,43040,1,430.06
46585,18538,9,3364.65
30045,42822,4,1598.12
17135,7293,6,1206.78
10033,33584,8,882.48
6584,31213,4,1708.64
42482,28398,9,1887.84
21665,47943,2,287.56
39544,25259,7,2805.95
34355,9564,8,2992.96
26146,17617,6,846.9
16631,29572,1,217.68
25320,10078,4,940.4
31545,22427,1,83.55
23534,41971,7,3259.9
29732,23806,9,3745.71
7960,25032,3,209.16
47613,32001,9,1852.47
28463,32442,8,1172.88
13605,14502,5,1465.1
30156,17246,5,1705.2
8382,33657,2,368.46
41918,11545,10,1791.9
34985,5590,4,125.64
15806,42556,10,2491.1
21160,15377,2,981.66
18782,30050,2,143.34
24022,32177,2,939.96
31401,5325,8,2972.48
44649,25555,7,452.97
16001,28004,6,1088.58
25679,31574,4,1097.52
10698,28248,8,2823.92
40179,28908,7,2799.02
9402,47503,8,1479.2
20291,1000,5,2370.25
12209,47123,6,537.84
27536,36629,2,657.12
32668,31945,3,938.28
23698,8311,6,2833.14
19518,25400,4,538.0
23426,27298,8,559.84
2336,9961,5,989.55
24155,29237,5,1723.55
23429,35257,3,1407.24
806,4132,7,2493.05
32417,7659,3,1055.37
9374,10561,4,995.92
20984,45176,3,240.0
32042,18971,6,1731.18
34434,16984,5,437.9
13915,37947,10,4609.3
9695,42486,9,3099.24
18065,524,10,784.1
15605,35708,5,554.5
33802,4677,2,695.5
38947,46637,2,456.2
3613,12996,9,1502.55
2676,13878,3,1168.35
27160,23179,7,2419.9
28390,8787,5,918.55
26939,35196,1,219.54
28677,35779,8,3798.72
30587,17296,2,155.98
48007,25851,6,1454.76
33494,34294,10,1146.8
41637,47542,5,595.35
36775,3160,6,935.76
33172,39599,4,79.2
48640,34166,8,3065.68
13424,42099,2,16.24
14689,49984,4,1849.12
20917,37893,9,2947.14
7085,44961,5,1144.65
10227,23917,1,30.14
43273,34951,7,2258.34
31198,10777,6,2450.58
39619,13657,4,556.4
38474,26159,6,2005.02
25470,42498,9,2312.73
36705,23262,6,388.2
29220,34912,1,479.08
48967,31348,9,1384.38
28749,31059,10,2987.2
12834,33458,7,2371.88
14373,40728,3,594.9
29943,11966,4,1334.72
11346,7059,6,848.64
18233,32380,3,1454.55
25032,35074,4,1769.24
42692,38668,3,137.16
26772,17754,10,2849.8
47409,540,7,2735.11
36947,31407,4,1334.72
39602,24351,2,131.76
5508,28648,6,1860.42
13706,27334,5,447.75
35648,23633,8,1987.84
2313,17700,4,1553.08
35660,8171,6,144.24
19190,29987,9,3172.86
48903,5709,8,2708.56
1275,18760,3,353.22
37613,42363,1,275.93
24902,13329,3,450.0
30335,31148,1,255.96
19913,16039,8,3535.28
35209,26288,10,1092.4
23086,34144,1,34.28
34284,12348,10,2616.6
34301,7240,10,2770.5
29106,36279,3,476.43
29733,43197,8,2099.92
40617,45643,3,524.76
27843,21460,2,520.68
30401,7398,1,346.82
35527,5004,3,1139.43
7978,3142,7,795.41
41889,31617,7,2848.72
1154,27690,1,336.88
45649,19238,10,1514.6
43401,49017,8,359.6
19664,16383,10,1100.5
836,47281,7,2113.65
36802,36862,2,174.4
6035,42214,5,1876.3
26012,38859,1,307.82
14774,31409,5,868.35
24996,32867,2,60.18
49757,48726,8,3511.28
48198,47651,10,4668.3
29504,4379,6,1584.78
24522,45168,6,1940.16
40643,6440,1,244.68
35156,9012,7,3126.76
15506,22764,2,746.82
29806,20568,10,727.7
10018,12233,10,1068.9
49950,946,10,1600.4
33008,33742,3,524.31
35735,6374,2,947.64
14921,25565,8,1240.48
15074,11480,5,229.0
26043,39364,5,531.95
7561,6927,8,2348.72
10054,12281,6,2031.6
8440,30878,3,264.21
42913,8225,7,2870.7
26196,16226,2,345.64
19909,46442,1,108.69
21759,9318,3,1365.93
12634,24461,4,1137.76
26983,1767,3,991.5
36890,13657,2,598.98
25470,9842,5,896.4
2582,33064,5,1155.5
20290,5847,3,1212.57
4684,40834,4,215.04
30902,8118,10,1052.7
22019,40903,7,3416.21
49595,42326,8,2793.36
14206,25046,8,140.32
35319,37338,10,4493.1
6638,43447,2,639.1
49665,2471,3,273.48
6424,16199,10,1147.0
13172,25408,8,2155.12
27032,46053,6,173.58
39759,17215,5,205.2
34674,35767,8,2049.92
42464,13348,7,144.55
20585,29062,4,1154.56
33677,36964,1,458.26
47529,4405,5,324.05
14765,36307,7,1725.29
46099,39853,9,449.91
21219,46037,10,4215.9
25135,1686,8,2764.32
48509,19532,5,129.1
15877,42141,6,264.12
23878,47714,7,964.67
15831,29310,4,963.88
14271,27255,8,1573.76
15401,4389,1,65.82
17472,4727,4,587.72
36240,36205,5,1173.3
37839,82,3,1142.97
3633,1383,9,726.12
29654,1796,4,1821.72
39447,41357,6,1008.3
13062,7379,5,2354.5
23359,25039,1,478.7
5351,48425,10,4257.2
12457,7232,2,83.1
44482,36793,1,142.85
30493,5652,4,1293.44
16284,19276,9,949.86
32321,15171,7,2085.44
14738,38558,2,647.8
20063,47440,3,843.93
4488,5081,9,1806.75
17670,14317,9,1849.5
1227,21454,9,1538.46
1315,49015,9,1551.87
18024,12377,4,1496.24
46083,4379,2,751.86
18543,26626,6,362.94
1931,41150,9,2382.84
25272,28951,8,1337.12
10429,18822,1,480.64
40414,20772,9,575.1
45904,41263,6,714.12
8538,34609,2,663.36
32912,47168,6,1451.94
44031,25748,3,1463.19
18615,12884,10,360.0
43378,41664,1,46.72
27807,42799,9,2512.17
19295,46843,1,384.82
2551,19200,3,779.55
8298,47161,1,493.68
37190,48175,10,2118.0
12326,31551,9,2398.41
15035,7777,10,4110.1
49083,49658,9,2597.22
7779,25064,2,551.08
48556,32573,8,3376.56
34412,39694,5,2066.35
45561,47998,8,3852.48
22396,40572,9,359.46
16989,7008,4,462.28
46816,28480,8,1028.8
49800,16926,2,258.44
34738,3752,8,1428.8
24983,13056,9,2051.73
47628,18573,7,656.46
36936,44229,10,2725.9
6244,28248,4,1707.28
44027,2827,7,1559.46
47429,39377,9,2247.03
17395,32774,9,2515.77
35981,4517,8,2964.56
28524,32398,10,4341.4
41077,47328,7,395.15
4740,36945,3,732.33
2185,27273,4,1093.08
41021,40481,9,598.95
32680,47755,10,734.3
1925,18701,7,2856.49
42494,5408,9,3688.11
46396,28116,1,477.57
41788,23003,5,2122.55
29195,36627,3,1371.51
9266,19370,3,634.35
44632,17,7,425.04
32783,9263,6,971.94
7046,16007,2,235.54
295,24325,9,3449.16
41936,5681,1,428.48
13085,16597,9,2733.39
22243,12679,7,707.56
22511,18608,4,1376.84
5220,20830,10,3145.8
49755,39560,10,783.3
2870,38050,6,2037.6
2687,30576,4,508.52
366,39498,10,1735.6
33920,7467,8,2380.32
32861,23932,2,145.42
3218,40664,8,342.8
14695,19773,3,1380.33
19289,19457,7,222.6
47914,34937,2,665.76
2897,18696,1,289.89
206,15928,4,893.64
21294,14200,9,1233.09
34270,41925,8,1684.24
2444,22478,3,794.4
15265,28622,5,2367.85
47655,3027,7,917.07
23431,8830,2,868.36
4432,41438,8,2320.32
30056,6001,9,2463.03
16217,5604,5,1192.6
22973,37726,5,2177.3
13391,44085,8,1412.24
6240,8519,4,1998.44
46268,9527,1,172.21
7464,9642,7,1598.1
10342,8706,4,1402.4
45426,24588,7,2239.51
18683,26098,9,423.81
41213,21415,8,3259.52
4807,22543,2,613.32
31702,30008,10,3752.7
30754,24771,2,39.94
14447,12837,3,940.71
15239,40105,10,3153.8
38914,21122,2,535.22
46323,4502,9,1522.98
489,26844,3,595.89
26851,26037,4,172.28
8301,35668,4,839.2
18203,13981,9,299.7
4048,12241,7,2075.01
10343,9683,1,367.67
43388,3973,4,638.0
37214,18644,3,787.92
1212,36311,5,1339.2
27997,36500,6,2505.48
38169,41377,1,405.52
42511,3283,10,3582.0
26099,38700,6,1766.28
21114,32177,4,1478.44
10960,16642,2,666.38
1349,6757,4,1066.92
1236,5170,2,692.46
20208,46486,1,368.23
34250,46228,10,2395.0
5988,32819,6,866.28
35024,13921,8,1416.48
2734,32016,3,294.36
24170,30796,4,790.92
1181,31727,2,140.22
36710,36958,7,2649.64
407,39223,6,2518.8
16370,8530,4,368.4
26824,27018,7,391.72
41636,46892,7,1808.24
1206,896,9,4276.44
18077,29192,9,254.97
45157,48745,5,341.1
22467,8390,9,3260.52
22007,5064,10,1942.8
25319,32496,1,321.21
37803,23100,9,2793.15
4254,5798,4,1219.12
10082,41404,4,613.16
42408,46422,2,748.12
25644,33348,9,4117.05
18227,15866,3,1035.81
29329,27791,7,2208.85
17444,37986,10,2628.4
30468,10617,2,203.3
21595,8080,1,361.59
20467,23639,2,477.4
14569,25109,6,1786.2
13721,18674,7,2618.42
7498,16849,2,724.66
10368,8161,6,334.14
5462,11890,4,388.96
41286,27201,5,163.55
17198,33233,5,1229.65
43441,19645,7,906.01
48463,9517,4,320.28
22624,46645,1,382.63
18340,15,8,664.64
17745,15021,9,2951.19
49806,22357,3,46.53
52,40427,10,3278.2
7475,32032,1,397.45
41249,10900,5,2055.75
3033,33836,5,595.15
10292,42202,3,279.51
24837,45838,1,80.39
25755,28414,7,3044.3
20578,48116,3,273.81
33505,45252,3,566.73
26751,31568,6,2392.62
23473,7517,9,833.22
6201,8213,2,216.1
43973,45105,4,1181.24
7896,3883,9,3447.27
31643,40125,10,4687.7
45537,2145,6,2723.34
32343,40554,1,155.04
44813,20786,3,917.25
24030,17717,2,645.12
8414,10556,10,1930.3
48265,15660,3,646.68
18632,48266,5,439.65
9748,35898,9,1800.81
13880,22483,8,3681.68
48477,36982,10,2497.8
16019,29324,1,382.29
41875,28964,4,1403.32
27890,19944,2,762.98
1430,24222,7,2291.1
35023,14719,1,412.47
40713,39026,8,884.48
45424,23591,5,550.3
36420,43751,10,1718.3
9087,30137,4,197.92
43302,18597,10,3542.6
47573,39486,5,115.4
30799,18943,2,369.22
3022,7668,7,3230.15
941,2940,3,512.76
5876,21718,8,397.2
24744,24994,5,2372.05
1261,9932,1,75.73
3530,35744,7,3121.51
30390,15757,7,883.47
46361,33003,5,53.15
21094,37160,8,1364.16
626,26569,8,3345.84
19481,42461,9,569.25
39347,11540,2,923.36
3920,18281,7,1994.93
25912,8608,7,954.87
10859,5476,10,4847.6
27223,29503,7,1763.23
45704,47394,4,341.72
29556,48953,10,4431.9
44793,1094,8,2016.88
45868,46008,3,1139.04
46291,20931,8,3876.64
20337,41458,1,459.93
22413,32723,5,464.4
37389,21455,8,233.12
6781,37273,6,2420.7
44325,49107,1,311.69
21699,31499,5,1693.6
39302,45783,9,1558.71
33036,42551,10,1432.5
18887,31247,7,3434.69
41213,8595,9,2644.56
12906,21693,7,3457.37
47217,5339,2,481.56
9600,33975,8,1670.96
2094,12223,8,1488.96
3401,19719,3,149.07
12819,34254,10,4030.2
47686,40932,3,765.75
11810,37412,9,3876.66
28588,15520,1,243.53
26700,9936,10,4151.1
43419,4448,8,2764.96
7458,10463,3,96.48
585,38212,7,198.73
38597,14418,7,746.97
35932,18895,5,1078.05
17783,44851,9,2764.71
46185,46836,4,1735.12
42071,2530,8,3813.44
2108,1088,9,4336.92
42912,18060,6,2384.58
31711,2832,5,1491.85
29996,37933,7,3055.5
43122,43576,8,2270.08
19375,7649,7,1238.72
48574,411,10,1882.8
40338,44625,6,2971.14
24937,4820,2,310.8
12498,38895,9,1108.17
24225,10161,4,127.68
43838,20796,6,1320.72
29543,20255,7,508.48
38524,13067,7,1536.08
46264,26473,7,3266.62
9061,26852,9,577.62
3915,8860,10,1249.3
36345,9709,3,682.47
13267,32829,7,1876.63
45282,17005,4,1596.2
11982,41980,1,248.85
38828,43733,10,674.7
36855,39148,6,948.3
44611,7759,10,243.7
33198,1173,10,1257.5
35261,46413,5,831.0
19264,39835,1,416.48
32924,49321,2,417.28
12207,12936,2,393.94
42458,41994,5,772.8
41587,35369,8,3413.12
35146,23138,7,594.65
21169,47266,1,309.8
22569,12977,10,711.2
30576,30252,3,195.96
31102,7783,5,1110.15
17262,6028,3,439.2
29521,35082,8,2459.2
5514,21931,4,548.16
31541,12419,2,496.72
46735,33919,9,3057.93
19474,25559,2,472.4
22517,41907,10,4293.3
8995,25257,9,1826.28
35811,9910,6,1202.34
47705,39179,10,2172.1
13980,21202,5,1267.1
47104,36248,6,787.74
36985,26765,8,781.68
43767,19624,3,466.5
9242,46250,5,1689.1
31643,25997,7,1581.02
43269,27942,9,1420.29
20455,28856,7,2460.5
15423,9454,6,1549.32
20122,40964,3,1399.47
18943,46669,1,368.2
25692,26943,6,2179.98
17215,43396,7,3287.13
6374,26172,8,2399.68
45463,38471,1,13.98
36305,8354,8,2301.44
20530,15268,6,33.84
16665,25971,5,2150.55
2767,46057,1,425.71
15505,25866,8,2078.48
35242,1458,3,1346.94
37655,16190,9,2871.18
8325,34846,4,248.64
9594,47587,2,720.6
42378,41462,2,562.12
43399,37081,10,599.1
24671,41539,5,1381.1
1611,16488,4,537.68
15507,14363,8,2463.36
45366,34990,3,862.2
7610,38787,8,389.28
18799,38476,9,1653.66
49038,45353,6,1390.5
47280,38190,2,362.8
46208,6378,2,485.56
35903,14589,2,898.76
12844,43956,3,458.01
2717,16016,6,97.8
20004,41457,1,157.15
19991,49221,3,1452.0
26118,41977,8,2509.28
9971,2957,6,1379.16
49083,22221,7,3412.29
30440,31865,6,2453.76
25132,31209,4,1053.08
32013,28344,4,1160.64
25210,26835,1,177.69
18641,493,2,722.98
16387,28083,3,467.91
46288,31962,2,117.06
20954,37551,5,937.95
47432,15040,8,2605.52
9515,25345,9,920.43
30841,4828,3,354.9
9457,43923,5,2119.3
21982,22047,5,879.65
48681,26217,10,2344.4
1706,10843,4,1888.24
14884,5049,9,2834.55
12878,28481,3,1066.5
18436,11566,8,1594.16
16853,46169,5,796.65
35308,44113,5,1878.85
21602,22232,5,1527.05
41756,49280,2,679.52
19832,43062,2,792.2
47846,1826,2,577.74
39577,11820,9,2271.78
16305,8855,6,605.82
21978,4698,5,61.3
27067,14922,10,4920.0
28466,15699,10,1942.6
12566,48596,3,558.63
10215,22124,10,1592.3
24258,37607,7,2048.76
39810,13988,1,224.41
23129,43257,2,321.46
46382,2777,4,421.92
34605,34649,4,1327.28
5495,4828,8,163.2
7185,30651,1,433.87
10978,5489,8,3615.6
29751,39706,3,1092.15
7640,39399,9,3122.28
20220,18344,1,453.51
46506,24674,6,1289.16
23136,36222,3,201.6
11981,44737,1,15.23
31286,2617,2,643.26
32159,5196,5,368.75
10079,28644,7,458.78
47424,24213,7,1856.75
48241,35874,4,1352.6
47486,6013,9,470.43
15329,38623,3,853.65
42904,35334,10,605.4
7383,4956,7,1514.59
33761,42393,7,1097.67
4492,24835,8,3957.44
38284,35588,6,117.66
5371,12929,9,2800.35
41039,27321,5,966.6
29010,24294,3,1101.15
20106,4205,3,961.98
44134,21523,8,933.6
18276,20408,5,139.3
38552,46014,6,2370.24
2935,8742,10,4887.9
36185,37425,7,944.02
46388,31152,3,515.91
2396,24773,6,1327.68
48803,22902,5,423.9
2892,3529,4,695.64
2157,25585,6,2676.84
27783,45217,2,208.64
7971,11973,7,557.69
34860,38818,9,3104.1
23390,31463,1,429.15
41790,28708,9,3148.47
5485,12938,6,2830.32
26153,3568,3,750.15
41408,22467,3,1274.94
24963,47023,6,433.32
11558,13488,7,3408.16
12108,20084,4,947.24
23832,49258,9,296.01
5144,48111,4,1491.08
49319,30158,5,1618.25
6426,32948,10,4207.0
1045,39951,1,410.25
40255,28190,3,245.16
31277,43874,8,2771.28
7807,7952,6,1395.54
45993,12043,3,963.24
9729,46887,6,1432.56
48974,21663,9,4028.94
16963,16799,5,648.75
32297,25890,8,3093.2
22458,24812,10,4119.6
30304,22118,10,2752.8
30721,28040,10,4347.4
15403,33266,1,448.03
45609,42816,5,1846.65
4828,48761,10,1133.2
21899,10292,6,455.94
19114,39021,3,302.31
14403,18611,3,198.48
34165,43128,7,2007.53
17404,24294,6,2313.36
9463,45150,3,1213.26
36261,49155,9,391.86
31467,26521,7,3240.51
6449,28279,10,236.7
7710,11446,6,436.86
21506,36272,4,883.76
42549,49223,10,4416.7
45974,24763,9,3173.04
37909,580,6,2392.44
25307,21991,7,1161.44
34544,7230,8,532.8
43217,45260,2,727.88
24455,19607,2,832.98
27207,38040,6,2755.08
22136,27141,1,207.92
41370,19683,8,3824.16
19513,12206,9,2770.29
13557,36100,3,681.57
35022,3585,2,745.46
35731,45010,1,283.39
35123,22990,5,1575.3
38807,22690,2,899.48
9057,21223,7,964.11
30704,34636,7,2594.62
32563,40281,8,1704.72
1106,15104,1,405.65
25173,2681,9,72.72
29559,4203,8,2487.04
9205,2432,10,3251.5
3992,13122,8,1389.36
42295,42309,10,1496.7
14695,4382,6,458.88
16769,10024,6,912.18
28804,11162,6,640.08
40949,31463,6,1375.68
16337,18723,6,2131.62
20853,8872,5,211.2
40083,7741,10,2156.1
31496,39302,2,340.52
49421,324,10,2605.1
47991,43091,8,1418.48
23493,49860,8,2682.64
9073,7119,3,664.89
2699,21547,1,464.74
5536,1705,1,265.47
35465,20537,5,721.2
351,32736,5,412.3
10171,29781,5,289.7
28652,26012,7,374.08
21901,4274,4,870.72
26151,42087,8,3147.2
7027,1798,4,1080.6
17599,30410,5,2308.15
9211,20134,10,2831.9
10564,37660,9,3969.0
6239,5602,7,1457.19
13419,36031,7,1811.6
7333,42001,3,244.11
30322,8052,10,4249.8
45532,34828,10,2048.3
43783,49374,6,1214.64
46410,32674,8,2616.24
30297,34637,6,2452.14
2730,27223,3,544.68
22151,22444,10,372.8
5095,18463,3,1349.76
16881,34579,8,732.72
41479,21722,5,376.05
3317,19890,2,979.68
44785,22583,5,276.65
44512,19678,6,2969.76
24605,21529,10,1647.0
34325,29202,10,455.7
23015,27982,2,861.88
33290,24150,9,3466.8
16380,26062,4,1188.8
35771,28181,10,221.0
7845,33096,1,398.86
47397,41515,1,192.46
46072,27822,7,427.63
47661,20324,6,97.56
5954,29112,2,471.02
11064,11232,10,1296.2
32428,20309,9,3587.67
12934,48241,7,2971.71
48434,32144,2,459.94
1515,46563,5,2466.85
41665,13106,7,2326.66
3749,18565,7,1441.93
19198,11102,7,2510.76
32396,34273,4,1084.4
22828,45849,2,179.48
7454,45755,4,699.88
28382,32776,2,372.36
42507,37909,6,2718.6
36179,9429,10,4143.7
28162,30536,4,21.6
26311,31776,2,324.68
13516,48600,3,1250.64
27368,818,9,3074.04
21655,49728,7,272.3
15063,17822,1,460.06
38769,9252,10,4342.7
33466,26217,3,996.0
34627,6931,10,1645.6
27381,20450,3,1395.75
11607,18670,5,635.35
45952,43712,6,795.3
22992,42277,7,46.83
41667,28802,3,332.25
3550,22188,2,416.48
32446,30289,1,162.05
21389,3602,2,762.54
38538,1129,6,2827.98
32953,18322,9,1265.58
24282,9696,3,321.87
47368,21096,4,1743.12
16881,8131,4,578.56
43637,28879,10,3042.2
31283,38044,5,1554.6
40319,43865,10,2214.5
48118,16198,1,357.08
16558,34117,4,803.88
3699,46478,1,75.53
1607,47573,3,374.88
39578,12226,8,2505.68
43301,28954,7,2989.49
19793,26727,5,1580.4
39676,9913,10,4252.6
3913,41744,1,142.06
18085,6323,1,8.75
34919,8178,7,2659.51
25680,43011,7,3270.26
27400,21131,7,2050.65
9844,23378,2,954.8
1937,606,7,2731.12
13710,23101,4,1528.52
4337,4061,6,958.62
47691,40678,2,116.1
25790,25549,2,260.24
31401,35578,8,3765.36
26959,11990,6,1980.24
20496,25053,5,1750.2
22604,32374,3,807.03
38784,41270,7,3085.67
22316,19640,8,2417.68
28428,26679,2,648.28
31120,2028,5,351.8
35404,25642,5,162.95
34013,6614,7,2737.56
44553,25000,9,1942.92
49832,9009,10,2538.3
28500,6845,8,2926.8
13677,42903,9,3621.06
6850,11267,4,1753.48
15126,22470,8,1927.12
16976,45345,7,931.07
36311,10797,7,3329.27
34443,32896,3,935.37
35941,43254,8,59.2
40454,48163,8,1729.04
24066,3511,6,2125.32
6541,13724,4,1495.24
8591,43021,7,2936.08
31235,8919,6,2064.12
3033,2647,9,4126.68
35592,20295,5,1851.5
31430,11350,4,1011.52
7830,26579,9,2732.13
33700,36345,1,338.45
39224,44083,3,800.55
47822,48125,10,1838.1
10246,3487,1,257.4
18819,15195,7,1702.33
44285,24915,6,2574.42
31628,47613,1,282.91
46652,4159,2,621.98
11193,19120,8,2459.44
35741,14898,7,788.06
19171,7822,9,3103.38
2195,18373,8,3700.16
30813,4578,4,807.72
32154,30561,10,909.6
39299,39052,5,555.45
1517,43407,6,2709.78
2067,43727,1,279.14
48003,1983,3,439.44
18717,40765,5,1594.15
7370,37856,4,1390.96
49230,19846,5,983.75
47547,31651,8,693.12
7339,17126,2,765.98
36526,49967,6,2500.08
2241,8214,10,822.9
7362,46253,8,214.96
7959,18265,2,80.6
33805,32664,4,1001.64
892,10509,2,256.14
5438,2526,5,1992.3
8249,14446,3,636.12
28438,25547,4,985.04
13274,45762,8,1236.4
9307,37966,2,864.92
25771,44497,5,2485.5
42659,31020,8,3706.88
6438,23678,10,3142.8
16577,6769,5,2043.6
939,24905,6,2962.26
10230,6811,7,276.43
17176,14024,4,671.72
29304,25906,4,1945.84
37763,35970,9,1686.15
6291,7292,1,493.19
28179,20626,4,907.48
43506,42282,4,919.16
37736,16001,4,1115.08
12648,44730,7,2661.33
45978,15583,10,2332.8
